Date, Close/Last, Volume, Open, High, Low
05/07/2018, 97.34, 79568, 97.34, 97.35, 97.33
05/04/2018, 97.345, 301953, 97.36, 97.375, 97.335
05/03/2018, 97.36, 249720, 97.35, 97.365, 97.345
05/02/2018, 97.345, 282976, 97.35, 97.35, 97.33
05/01/2018, 97.345, 193279, 97.355, 97.365, 97.345
04/30/2018, 97.355, 188635, 97.365, 97.37, 97.35
04/27/2018, 97.37, 279787, 97.36, 97.38, 97.355
04/26/2018, 97.36, 299225, 97.34, 97.375, 97.34
04/25/2018, 97.34, 283217, 97.355, 97.36, 97.335
04/24/2018, 97.02, 333383, 96.995, 97.025, 96.98
04/23/2018, 97.005, 229565, 97.015, 97.015, 96.985
04/20/2018, 97.02, 264762, 97.05, 97.065, 97.01
04/19/2018, 97.05, 289037, 97.07, 97.075, 97.04
04/18/2018, 97.065, 224262, 97.1, 97.105, 97.055
04/17/2018, 97.11, 217430, 97.095, 97.115, 97.075
04/16/2018, 97.1, 255821, 97.115, 97.115, 97.07
04/13/2018, 97.11, 208458, 97.135, 97.155, 97.105
04/12/2018, 97.13, 275909, 97.18, 97.19, 97.125
04/11/2018, 97.18, 322840, 97.165, 97.22, 97.165
04/10/2018, 97.18, 196450, 97.205, 97.21, 97.175
04/09/2018, 97.205, 185760, 97.215, 97.22, 97.19
04/06/2018, 97.21, 491575, 97.155, 97.22, 97.15
04/05/2018, 97.15, 256053, 97.17, 97.175, 97.145
04/04/2018, 97.19, 272636, 97.195, 97.225, 97.17
04/03/2018, 97.19, 227401, 97.24, 97.245, 97.185
04/02/2018, 97.24, 201851, 97.2, 97.255, 97.185
03/29/2018, 97.215, 282595, 97.215, 97.23, 97.2
03/28/2018, 97.24, 246010, 97.235, 97.27, 97.22
03/27/2018, 97.22, 387583, 97.135, 97.235, 97.13
03/26/2018, 97.14, 216440, 97.17, 97.185, 97.125
03/23/2018, 97.165, 410722, 97.145, 97.2, 97.135
03/22/2018, 97.135, 618160, 97.095, 97.17, 97.075
03/21/2018, 97.065, 1110023, 97.075, 97.11, 97.01
03/20/2018, 97.085, 324048, 97.115, 97.12, 97.07
03/19/2018, 97.13, 318732, 97.105, 97.145, 97.09
03/16/2018, 97.11, 272995, 97.135, 97.16, 97.105
03/15/2018, 97.145, 277153, 97.15, 97.175, 97.135
03/14/2018, 97.15, 460378, 97.125, 97.175, 97.1
03/13/2018, 97.12, 356751, 97.115, 97.145, 97.1
03/12/2018, 97.115, 227402, 97.115, 97.125, 97.1
03/09/2018, 97.115, 476045, 97.15, 97.16, 97.1
03/08/2018, 97.15, 197245, 97.145, 97.175, 97.135
03/07/2018, 97.15, 310853, 97.18, 97.22, 97.145
03/06/2018, 97.165, 346854, 97.175, 97.2, 97.155
03/05/2018, 97.185, 266458, 97.195, 97.26, 97.175
03/02/2018, 97.205, 515334, 97.245, 97.27, 97.19
03/01/2018, 97.245, 679367, 97.155, 97.25, 97.14
02/28/2018, 97.15, 389034, 97.13, 97.155, 97.085
02/27/2018, 97.8725, 377559, 97.8875, 97.89, 97.8675
02/26/2018, 97.195, 341066, 97.18, 97.22, 97.175
02/23/2018, 97.185, 339158, 97.14, 97.205, 97.12
02/22/2018, 97.135, 337757, 97.085, 97.14, 97.075
02/21/2018, 97.095, 511811, 97.155, 97.16, 97.07
02/20/2018, 97.155, 524107, 97.16, 97.195, 97.12
02/16/2018, 97.195, 7103, 97.53, 97.535, 97.52
02/15/2018, 97.525, 383917, 97.54, 97.54, 97.5
02/14/2018, 97.535, 687785, 97.62, 97.63, 97.53
02/13/2018, 97.62, 240896, 97.625, 97.64, 97.61
02/12/2018, 97.625, 285492, 97.625, 97.64, 97.605
02/09/2018, 97.65, 636344, 97.625, 97.7, 97.595
02/08/2018, 97.605, 590866, 97.625, 97.64, 97.59
02/07/2018, 97.62, 495897, 97.615, 97.66, 97.605
02/06/2018, 97.64, 926510, 97.69, 97.775, 97.615
02/05/2018, 97.655, 720217, 97.595, 97.705, 97.59
02/02/2018, 97.585, 736497, 97.595, 97.615, 97.56
02/01/2018, 97.605, 519818, 97.615, 97.62, 97.59
01/31/2018, 97.615, 489033, 97.635, 97.65, 97.595
01/30/2018, 97.63, 331759, 97.635, 97.64, 97.61
01/29/2018, 97.635, 351322, 97.64, 97.645, 97.595
01/26/2018, 97.64, 279763, 97.675, 97.675, 97.63
01/25/2018, 97.675, 319650, 97.685, 97.695, 97.65
01/24/2018, 97.68, 316911, 97.705, 97.71, 97.675
01/23/2018, 97.7, 373261, 97.675, 97.71, 97.67
01/22/2018, 97.665, 379825, 97.675, 97.68, 97.65
01/19/2018, 97.675, 503037, 97.685, 97.685, 97.665
01/18/2018, 97.685, 432391, 97.68, 97.69, 97.66
01/17/2018, 97.685, 393804, 97.72, 97.725, 97.68
01/16/2018, 97.72, 309637, 97.72, 97.74, 97.71
01/12/2018, 97.74, 4390, 97.74, 97.74, 97.735
01/11/2018, 97.775, 299263, 97.765, 97.78, 97.755
01/10/2018, 97.765, 500182, 97.765, 97.77, 97.755
01/09/2018, 97.77, 282857, 97.78, 97.795, 97.76
01/08/2018, 98.195, 124092, 98.19, 98.2, 98.19
01/05/2018, 98.19, 338039, 97.795, 97.815, 97.775
01/04/2018, 97.79, 434661, 97.815, 97.815, 97.78
01/03/2018, 97.815, 276767, 97.825, 97.845, 97.805
01/02/2018, 97.825, 208497, 97.855, 97.855, 97.82
12/29/2017, 97.855, 106518, 97.84, 97.86, 97.835
12/28/2017, 97.84, 137412, 97.85, 97.86, 97.835
12/27/2017, 97.85, 136505, 97.83, 97.855, 97.825
12/26/2017, 97.825, 51508, 97.825, 97.83, 97.815
12/22/2017, 97.82, 100537, 97.84, 97.845, 97.82
12/21/2017, 97.835, 210369, 97.855, 97.865, 97.835
12/20/2017, 97.85, 264294, 97.865, 97.865, 97.845
12/19/2017, 97.865, 399822, 97.89, 97.89, 97.85
12/18/2017, 97.89, 216250, 97.895, 97.9, 97.88
12/15/2017, 97.9, 250501, 97.91, 97.915, 97.885
12/14/2017, 97.92, 461838, 97.94, 97.945, 97.895
12/13/2017, 97.935, 621051, 97.885, 97.94, 97.865
12/12/2017, 97.89, 382243, 97.895, 97.895, 97.87
12/11/2017, 97.9, 288479, 97.91, 97.925, 97.895
12/08/2017, 97.915, 324391, 98.4175, 98.42, 98.395
12/07/2017, 98.415, 223527, 98.4225, 98.425, 98.4125
12/06/2017, 98.425, 225272, 98.4275, 98.4325, 98.4225
12/05/2017, 98.4275, 342355, 98.4375, 98.44, 98.425
12/04/2017, 97.91, 440800, 97.92, 97.925, 97.895
12/01/2017, 97.94, 636404, 97.93, 97.975, 97.9
11/30/2017, 97.925, 405942, 97.955, 97.96, 97.92
11/29/2017, 98.45, 209384, 98.45, 98.4525, 98.4475
11/28/2017, 97.975, 430654, 97.985, 98.005, 97.97
11/27/2017, 97.985, 223955, 97.97, 97.99, 97.96
11/24/2017, 97.975, 129697, 97.99, 97.995, 97.97
11/22/2017, 98, 2109, 98.45, 98.4525, 98.45
11/21/2017, 98.4475, 234276, 98.4525, 98.455, 98.445
11/20/2017, 98.45, 276629, 98.4575, 98.4625, 98.45
11/17/2017, 98.4575, 278973, 98.4625, 98.465, 98.455
11/16/2017, 98.4625, 310592, 98.4725, 98.4725, 98.46
11/15/2017, 98.4675, 288822, 98.47, 98.475, 98.465
11/14/2017, 98.4675, 223719, 98.4675, 98.4725, 98.465
11/13/2017, 98.4675, 209385, 98.4675, 98.4725, 98.465
11/10/2017, 98.465, 111198, 98.47, 98.475, 98.465
11/09/2017, 98.47, 279806, 98.46, 98.475, 98.46
11/08/2017, 98.46, 167958, 98.465, 98.47, 98.46
11/07/2017, 98.465, 257303, 98.475, 98.48, 98.465
11/06/2017, 98.475, 88818, 98.48, 98.485, 98.475
11/03/2017, 98.48, 282813, 98.485, 98.49, 98.475
11/02/2017, 98.485, 153948, 98.48, 98.49, 98.475
11/01/2017, 98.485, 288993, 98.49, 98.49, 98.48
10/31/2017, 98.49, 165568, 98.49, 98.495, 98.485
10/30/2017, 98.49, 172953, 98.49, 98.495, 98.485
10/27/2017, 98.485, 200064, 98.485, 98.49, 98.48
10/26/2017, 98.485, 168470, 98.495, 98.495, 98.485
10/25/2017, 98.49, 242444, 98.49, 98.495, 98.48
10/24/2017, 98.49, 168678, 98.495, 98.5, 98.49
10/23/2017, 98.495, 143138, 98.495, 98.495, 98.49
10/20/2017, 98.49, 317969, 98.505, 98.505, 98.49
10/19/2017, 98.495, 222250, 98.495, 98.505, 98.49
10/18/2017, 98.49, 234619, 98.49, 98.495, 98.48
10/17/2017, 98.49, 239956, 98.495, 98.5, 98.485
10/16/2017, 98.495, 325522, 98.505, 98.505, 98.495
10/13/2017, 98.505, 544137, 98.49, 98.51, 98.485
10/12/2017, 98.49, 168897, 98.485, 98.495, 98.485
10/11/2017, 98.485, 194848, 98.49, 98.49, 98.48
10/10/2017, 98.485, 173355, 98.48, 98.495, 98.48
10/09/2017, 98.48, 30113, 98.485, 98.49, 98.475
10/06/2017, 98.485, 338724, 98.495, 98.495, 98.47
10/05/2017, 98.495, 260863, 98.5, 98.505, 98.485
10/04/2017, 98.5, 216299, 98.505, 98.51, 98.495
10/03/2017, 98.5, 275665, 98.51, 98.51, 98.5
10/02/2017, 98.51, 233397, 98.515, 98.52, 98.5
09/29/2017, 98.52, 229813, 98.52, 98.525, 98.505
09/28/2017, 98.52, 305108, 98.505, 98.525, 98.49
09/27/2017, 98.5, 239281, 98.505, 98.51, 98.495
09/26/2017, 98.51, 288238, 98.52, 98.52, 98.5
09/25/2017, 98.515, 142254, 98.505, 98.525, 98.5
09/22/2017, 98.505, 215627, 98.495, 98.51, 98.495
09/21/2017, 98.495, 234008, 98.505, 98.515, 98.49
09/20/2017, 98.505, 484140, 98.525, 98.545, 98.495
09/19/2017, 98.53, 248225, 98.53, 98.54, 98.52
09/18/2017, 98.53, 273030, 98.545, 98.55, 98.53
09/15/2017, 98.55, 275448, 98.555, 98.565, 98.545
09/14/2017, 98.55, 406810, 98.58, 98.58, 98.54
09/13/2017, 98.575, 241793, 98.585, 98.595, 98.57
09/12/2017, 98.585, 314491, 98.595, 98.595, 98.58
09/11/2017, 98.6, 254513, 98.62, 98.625, 98.595
09/08/2017, 98.63, 358758, 98.615, 98.635, 98.61
09/07/2017, 98.615, 314207, 98.595, 98.62, 98.59
09/06/2017, 98.59, 396016, 98.595, 98.6, 98.58
09/05/2017, 98.59, 310032, 98.58, 98.595, 98.575
09/01/2017, 98.575, 14055, 98.58, 98.585, 98.575
08/31/2017, 98.585, 157610, 98.58, 98.59, 98.575
